user_synth,product_id_num,rate_num
0,2487394,5.0
1,2635312,3.0
2,244412,5.0
3,951997,4.0
4,2077076,3.0
5,5749319,1.0
6,708283,5.0
7,9890682,4.0
8,4111086,1.0
9,8813602,5.0
10,5706108,4.0
11,1827322,5.0
12,2544661,1.9
13,449006,5.0
14,302723,3.0
15,845877,3.25
16,1955113,5.0
17,2491049,3.0
18,5271912,4.0
20,1813001,5.0
21,6016176,1.9
22,6750429,5.0
23,2545357,4.0
23,4303649,5.0
24,335098,5.0
25,3738415,5.0
26,4325840,4.0
27,65557,5.0
28,3172275,5.0
29,3632457,4.0
30,715230,5.0
31,1681358,5.0
32,2235783,5.0
34,1043052,3.0
34,4908806,5.0
35,718969,4.0
35,2885175,3.0
35,6605502,3.0
36,37525,4.65
36,37561,5.0
36,37815,3.0
36,37948,5.0
36,37982,5.0
36,38057,5.0
36,38131,5.0
36,38145,1.4
36,38191,3.0
36,38262,5.0
36,38607,4.0
36,38902,4.5
36,39018,3.4
36,39028,5.0
36,39092,5.0
36,39102,5.0
36,41335,5.0
36,41462,5.0
36,41678,4.0
36,44773,3.0
36,49395,4.2
36,50113,5.0
36,50155,5.0
36,55629,5.0
36,56262,5.0
36,56955,4.5
36,56962,4.0
36,58375,5.0
36,59084,5.0
36,65509,4.0
36,69348,4.0
36,73191,4.75
36,73215,3.0
36,74808,1.0
36,74922,5.0
36,76496,4.25
36,76952,3.0
36,78013,3.0
36,78098,5.0
36,78195,3.0
36,79814,1.0
36,81001,5.0
36,81130,4.0
36,81145,4.0
36,81296,4.0
36,81308,2.0
36,81758,5.0
36,82037,4.0
36,82066,4.5
36,82072,5.0
36,82089,4.0
36,82107,4.0
36,83251,5.0
36,85845,4.0
36,87166,1.0
36,88025,5.0
36,88132,4.0
36,88135,4.0
36,88193,5.0
36,88205,3.0
36,88416,1.8
36,88439,5.0
36,88598,3.0
36,90668,3.0
36,90748,3.75
36,95095,5.0
36,95337,3.0
36,97242,4.3
36,107716,4.0
36,113352,3.0
36,117191,2.9
36,117203,3.0
36,117854,3.0
36,117867,4.0
36,118054,2.0
36,119472,5.0
36,119884,4.65
36,122982,4.1454545454545455
36,125012,1.0
36,125148,5.0
36,125159,5.0
36,125257,1.0
36,125262,3.0
36,125299,4.230769230769231
36,125379,2.0
36,125382,4.0
36,125392,5.0
36,125407,5.0
36,125588,5.0
36,125726,3.0
36,125844,4.0
36,126139,3.0
36,130634,4.0
36,130657,3.0
36,132707,2.0
36,132714,5.0
36,137047,4.0
36,137131,5.0
36,137208,5.0
36,141776,5.0
36,144099,3.0
36,148862,5.0
36,151245,3.0
36,151265,5.0
36,151645,5.0
36,151648,3.75
36,151678,4.0
36,152005,5.0
36,152954,3.0
36,162549,4.0
36,167864,4.0
36,167872,5.0
36,171819,5.0
36,174575,4.0
36,181608,5.0
36,182945,2.6
36,184915,5.0
36,184920,5.0
36,185811,5.0
36,187849,4.0
36,191261,3.0
36,191384,5.0
36,192622,5.0
36,195193,3.0
36,196182,2.7
36,196703,1.0
36,198870,5.0
36,201182,3.5
36,206404,5.0
36,206504,4.5
36,209422,3.0
36,209428,4.4
36,212723,4.0
36,217895,3.0
36,220767,4.0
36,226782,4.75
36,229421,5.0
36,230263,5.0
36,231751,5.0
36,231973,5.0
36,232406,1.0
36,235078,5.0
36,235122,5.0
36,237337,5.0
36,239480,4.8
36,240167,5.0
36,240270,5.0
36,241670,5.0
36,242518,5.0
36,242571,4.0
36,243391,5.0
36,245655,5.0
36,246128,4.65
36,246316,5.0
36,248317,4.25
36,249016,3.0
36,252058,1.0
36,252081,1.2
36,252272,3.0
36,252279,5.0
36,252281,4.0
36,262958,2.0
36,273514,3.0
36,279795,5.0
36,286914,5.0
36,292138,2.0
36,298577,4.0
36,298589,4.6
36,298685,4.0
36,299172,4.0
36,299616,3.0
36,302723,2.8181818181818183
36,323473,3.5
36,324349,5.0
36,326822,4.0
36,326829,3.0
36,335132,5.0
36,338186,4.2
36,339157,4.25
36,348445,2.0
36,353219,3.0
36,353776,5.0
36,353805,5.0
36,353826,4.2
36,354324,3.85
36,363712,2.0
36,369034,4.0
36,374095,5.0
36,376407,5.0
36,382789,4.0
36,382814,4.0
36,382840,2.0
36,385915,5.0
36,386205,3.0
36,386387,1.0
36,386854,3.0
36,393023,4.116666666666666
36,406809,5.0
36,413631,4.5
36,417967,3.75
36,418315,5.0
36,424749,3.0
36,446786,4.0
36,448489,5.0
36,448679,5.0
36,448681,3.0
36,449309,4.0
36,449683,3.6
36,449735,5.0
36,449947,5.0
36,450101,3.6
36,454226,5.0
36,467389,5.0
36,471510,1.0
36,485231,5.0
36,485343,4.0
36,485575,5.0
36,485780,2.0
36,487251,4.0
36,487337,1.0
36,487370,4.0
36,496239,1.0
36,498965,5.0
36,510834,2.0
36,515367,5.0
36,515991,4.0
36,519809,5.0
36,519869,3.5
36,520337,4.0
36,523882,4.5
36,528952,5.0
36,537810,4.0
36,537869,3.0
36,537891,4.0
36,545030,5.0
36,547690,3.0
36,549456,5.0
36,551270,5.0
36,560068,5.0
36,564855,3.0
36,573030,3.0
36,576743,4.0
36,577501,3.0
36,579336,4.8
36,579342,4.0
36,580425,3.5
36,580496,5.0
36,580548,1.0
36,582429,5.0
36,588766,5.0
36,611521,5.0
36,624743,4.0
36,624900,5.0
36,624986,2.5
36,625006,5.0
36,627111,3.0
36,629414,5.0
36,629667,3.0
36,629866,4.0
36,630144,4.8
36,630678,4.0
36,632355,5.0
36,645628,3.0
36,646300,2.25
36,651410,1.0
36,659270,5.0
36,663926,4.0
36,667634,2.25
36,668441,1.0
36,668843,5.0
36,670422,3.0
36,670445,3.0
36,674991,5.0
36,681823,3.9214285714285713
36,682394,1.0
36,683141,4.0
36,685027,5.0
36,687347,3.0
36,689491,3.25
36,690571,3.0
36,701459,5.0
36,701626,5.0
36,703689,4.0
36,708283,3.9166666666666665
36,711136,3.0
36,711783,1.0
36,712553,1.0
36,712839,4.25
36,713039,4.0
36,716187,4.0
36,718698,4.0
36,718761,4.0
36,719060,4.0
36,719103,4.0
36,720533,4.0
36,720858,3.75
36,724596,5.0
36,724971,4.0
36,726703,3.6
36,730032,3.0
36,731373,5.0
36,734551,5.0
36,734616,5.0
36,734643,4.0
36,744783,5.0
36,748402,1.0
36,751989,3.0
36,756172,3.0
36,763078,3.0
36,763287,5.0
36,770195,4.0
36,772872,4.0
36,773191,3.0
36,773204,4.0
36,774102,4.4
36,774218,3.0
36,775323,2.75
36,792388,4.75
36,803801,4.0
36,807135,3.4
36,810174,1.0
36,813050,3.0
36,821703,4.0
36,821812,5.0
36,823801,1.0
36,826147,4.85
36,829758,1.0
36,831820,3.75
36,838786,5.0
36,846207,5.0
36,856742,3.0
36,857720,4.0
36,860668,4.25
36,860690,2.0
36,871895,3.0
36,872510,3.0
36,877085,4.0
36,878069,5.0
36,878146,5.0
36,878409,3.0
36,878790,5.0
36,878795,1.0
36,878993,5.0
36,885885,1.0
36,888099,3.0
36,895763,3.0
36,896466,3.0
36,898706,5.0
36,900845,3.0
36,915476,4.5
36,915490,5.0
36,918612,3.0
36,923405,4.5
36,924792,1.0
36,932227,2.0
36,938697,5.0
36,940792,4.333333333333333
36,940838,5.0
36,949430,5.0
36,952698,1.0
36,953404,4.0
36,953687,3.25
36,955134,4.0
36,955166,3.0
36,956012,5.0
36,956970,5.0
36,964248,5.0
36,965439,5.0
36,966401,1.0
36,971423,3.0
36,972564,1.0
36,980724,5.0
36,981025,3.0
36,981333,4.0
36,981853,4.0
36,983973,3.0
36,985819,3.0
36,986062,5.0
36,994005,3.0
36,994461,5.0
36,995037,5.0
36,998322,5.0
36,998408,4.0
36,998504,1.0
36,999034,4.0
36,999048,2.0
36,999285,5.0
36,999303,1.0
36,999335,4.0
36,999342,4.0
36,1000211,5.0
36,1002554,5.0
36,1004236,4.0
36,1004317,4.0
36,1005416,5.0
36,1006652,5.0
36,1006957,4.0
36,1012290,4.0
36,1014170,5.0
36,1014681,2.0
36,1015594,4.0
36,1019116,4.0
36,1024033,1.0
36,1024836,5.0
36,1025076,3.0
36,1029212,1.0
36,1030895,5.0
36,1033657,3.75
36,1040021,5.0
36,1043077,4.0
36,1050124,5.0
36,1051424,5.0
36,1054837,5.0
36,1059131,5.0
36,1064806,2.0
36,1068347,3.0
36,1079393,4.0
36,1080413,5.0
36,1080480,4.2
36,1082098,5.0
36,1085467,3.0
36,1090365,5.0
36,1094585,3.0
36,1096464,4.0
36,1098052,4.0
36,1098176,1.0
36,1108724,4.0
36,1110968,2.0
36,1113314,4.0
36,1115689,5.0
36,1118153,4.0
36,1121997,5.0
36,1128863,4.0
36,1128901,4.0
36,1128956,2.8
36,1129149,4.0
36,1129471,5.0
36,1133562,4.0
36,1139207,3.0
36,1144276,3.0
36,1144377,3.5
36,1144400,4.5
36,1149581,2.0
36,1149768,5.0
36,1152790,3.4
36,1156757,5.0
36,1157357,3.5
36,1158241,3.0
36,1159128,5.0
